age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
60,retired,married,primary,no,71188,no,no,cellular,6,oct,205,1,-1,0,unknown,no
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
43,management,married,tertiary,no,1188,no,no,cellular,13,oct,1573,2,139,2,failure,no
35,blue-collar,married,secondary,no,1290,yes,no,cellular,24,jul,211,1,-1,0,unknown,no
35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,329,2,240,8,other,no
33,admin.,single,secondary,no,346,yes,no,cellular,5,may,24,7,354,2,other,no
51,retired,single,secondary,no,5885,no,no,telephone,3,feb,134,6,-1,0,unknown,no
36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure,no
45,blue-collar,married,secondary,no,156,yes,yes,unknown,28,may,47,1,-1,0,unknown,no
39,technician,married,secondary,no,462,no,no,cellular,27,aug,157,4,-1,0,unknown,no
49,admin.,married,secondary,no,880,yes,yes,cellular,18,may,22,3,-1,0,unknown,no
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,347,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,33,no,no,telephone,17,nov,27,1,-1,0,unknown,no
30,technician,single,secondary,no,341,no,no,unknown,23,feb,20,1,-1,0,unknown,no
33,management,married,secondary,no,369,no,no,cellular,25,aug,83,1,92,3,failure,no
32,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133,2,-1,0,unknown,no
30,technician,single,secondary,no,-123,no,yes,cellular,21,aug,120,2,-1,0,unknown,no
25,technician,single,tertiary,no,43,yes,yes,unknown,28,may,738,1,-1,0,unknown,no
42,self-employed,married,secondary,no,105,no,no,cellular,27,aug,85,4,-1,0,unknown,no
44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
49,services,married,secondary,no,180,yes,yes,unknown,2,jun,392,3,-1,0,unknown,no
35,blue-collar,single,secondary,no,505,no,yes,cellular,30,jan,109,3,-1,0,unknown,no
38,technician,divorced,secondary,no,531,no,no,cellular,29,jan,214,3,226,7,failure,no
30,admin.,married,secondary,no,187,yes,no,cellular,18,nov,106,1,-1,0,unknown,no
59,management,married,primary,no,2769,yes,no,cellular,19,nov,104,1,131,2,failure,no
34,blue-collar,married,primary,no,174,yes,no,cellular,8,may,405,3,-1,0,unknown,no
33,technician,married,secondary,no,1940,no,no,cellular,27,aug,46,10,-1,0,unknown,no
36,blue-collar,married,secondary,no,-195,yes,no,unknown,13,may,229,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,-630,no,no,unknown,23,may,173,1,-1,0,unknown,no
74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,-1,0,unknown,yes
45,management,married,tertiary,no,22815,no,no,cellular,26,aug,653,8,-1,0,unknown,no
31,services,married,secondary,no,1670,no,no,cellular,18,jul,185,2,-1,0,unknown,no
31,technician,married,tertiary,no,3192,yes,no,cellular,7,sep,179,1,186,2,failure,no
33,services,married,secondary,no,162,yes,no,cellular,13,may,135,1,364,2,failure,no
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,unknown,yes
35,technician,married,secondary,no,0,yes,yes,unknown,23,may,107,2,-1,0,unknown,no
52,services,married,tertiary,no,3094,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
34,services,single,tertiary,no,371,no,no,unknown,20,may,77,1,-1,0,unknown,no
30,technician,single,tertiary,no,53,no,no,cellular,30,oct,155,1,184,1,success,no
55,management,married,secondary,no,0,yes,no,unknown,13,may,309,2,-1,0,unknown,no
43,admin.,married,secondary,no,544,yes,no,cellular,7,may,187,1,-1,0,unknown,no
49,blue-collar,divorced,primary,no,0,yes,no,cellular,6,may,305,1,281,2,failure,no
37,entrepreneur,married,tertiary,no,678,no,yes,unknown,19,jun,395,1,-1,0,unknown,no
33,blue-collar,single,primary,yes,-15,no,yes,cellular,7,jul,326,2,-1,0,unknown,no
35,technician,divorced,secondary,no,89,no,no,cellular,28,aug,203,28,-1,0,unknown,no
41,services,married,secondary,no,-141,yes,yes,unknown,2,jun,243,3,-1,0,unknown,no
33,technician,married,tertiary,no,17455,yes,yes,unknown,23,may,343,4,-1,0,unknown,no
26,technician,married,secondary,no,744,no,no,cellular,15,apr,609,1,-1,0,unknown,no
33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,88,1,success,yes
32,blue-collar,single,secondary,no,3845,yes,no,cellular,18,nov,459,3,-1,0,unknown,no
33,management,married,tertiary,no,3024,no,no,cellular,19,nov,118,1,-1,0,unknown,no
41,blue-collar,married,primary,no,241,yes,no,cellular,20,apr,170,1,150,1,failure,no
43,technician,single,secondary,no,257,yes,no,cellular,2,feb,64,2,-1,0,unknown,no
54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,547,1,626,2,failure,yes
23,services,single,secondary,no,75,yes,no,unknown,15,may,448,4,-1,0,unknown,no
48,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,338,yes,no,unknown,13,may,73,3,-1,0,unknown,no
51,blue-collar,married,primary,no,111,yes,no,unknown,14,may,140,1,-1,0,unknown,no
26,technician,married,tertiary,no,2026,no,no,cellular,22,may,43,1,-1,0,unknown,no
26,student,single,secondary,no,611,no,no,cellular,13,aug,138,2,69,3,failure,no
39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,227,1,189,1,failure,no
51,management,single,tertiary,no,824,no,no,unknown,19,may,102,2,-1,0,unknown,no
41,management,married,tertiary,no,60,yes,no,cellular,20,nov,239,2,-1,0,unknown,no
31,management,married,tertiary,no,607,no,no,cellular,27,aug,200,5,-1,0,unknown,no
43,housemaid,married,secondary,no,2220,no,no,cellular,27,aug,177,3,-1,0,unknown,no
49,management,married,secondary,no,6758,yes,yes,unknown,27,may,67,3,-1,0,unknown,no
54,self-employed,divorced,tertiary,no,1323,no,no,unknown,20,jun,47,4,-1,0,unknown,no
64,retired,married,primary,no,12067,no,no,telephone,30,jul,367,2,92,2,success,yes
33,services,married,secondary,no,248,yes,no,unknown,4,jun,132,2,-1,0,unknown,no
31,technician,single,tertiary,no,418,no,no,cellular,7,aug,67,6,-1,0,unknown,no
36,management,married,tertiary,no,722,yes,no,unknown,30,may,312,1,-1,0,unknown,no
53,blue-collar,married,primary,no,465,yes,no,cellular,7,jul,111,2,-1,0,unknown,no
56,technician,single,tertiary,no,12539,no,no,cellular,18,nov,259,1,-1,0,unknown,no
44,unemployed,married,unknown,no,1309,no,no,telephone,30,jan,262,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,4910,yes,no,cellular,3,apr,1090,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,911,yes,no,cellular,20,nov,434,2,181,5,other,no
30,admin.,divorced,secondary,no,1320,yes,yes,cellular,5,may,122,3,362,1,failure,no
50,technician,married,secondary,no,349,yes,no,telephone,28,jul,27,17,-1,0,unknown,no
34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,no
44,management,divorced,tertiary,no,3,no,no,cellular,6,may,248,1,-1,0,unknown,no
28,services,single,secondary,no,2954,yes,no,unknown,28,may,149,2,-1,0,unknown,no
26,services,single,secondary,no,531,yes,yes,cellular,6,feb,184,1,-1,0,unknown,no
44,admin.,married,secondary,no,266,yes,no,cellular,17,apr,294,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown,yes
30,management,single,tertiary,no,218,no,no,unknown,3,jun,75,1,-1,0,unknown,no
50,technician,divorced,tertiary,no,261,no,no,unknown,20,jun,155,1,-1,0,unknown,no
32,technician,single,tertiary,no,-770,yes,no,cellular,18,may,618,1,-1,0,unknown,yes
33,management,married,tertiary,no,1297,yes,no,cellular,14,oct,117,1,-1,0,unknown,no
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,unknown,no
28,management,single,tertiary,no,187,no,no,cellular,9,mar,295,1,-1,0,unknown,yes
41,services,divorced,secondary,no,83,no,no,unknown,20,may,834,6,-1,0,unknown,no
32,services,married,tertiary,no,0,no,no,cellular,21,nov,80,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,1052,yes,no,cellular,13,may,147,1,-1,0,unknown,no
29,management,single,tertiary,no,2344,yes,no,cellular,20,jul,288,1,133,2,failure,no
36,management,married,secondary,no,873,yes,no,unknown,21,may,210,1,-1,0,unknown,no
35,technician,single,secondary,no,14,no,no,cellular,11,aug,113,2,-1,0,unknown,no
44,housemaid,divorced,secondary,no,653,no,no,cellular,17,nov,475,1,-1,0,unknown,no
30,technician,single,tertiary,no,97,no,no,cellular,4,aug,417,1,-1,0,unknown,no
56,management,married,primary,no,1172,no,no,unknown,9,jun,91,3,-1,0,unknown,no
36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
40,management,married,secondary,no,830,no,no,cellular,22,aug,155,6,-1,0,unknown,no
35,technician,single,tertiary,no,2043,yes,yes,unknown,23,may,159,2,-1,0,unknown,no
35,services,married,secondary,no,-12,no,no,cellular,31,jul,83,4,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,164,yes,no,cellular,18,may,11,5,364,13,failure,no
75,retired,divorced,secondary,no,105,no,no,cellular,14,apr,232,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
33,admin.,divorced,secondary,yes,-18,yes,no,cellular,6,may,244,1,359,3,failure,no
49,technician,married,secondary,no,324,no,no,cellular,4,aug,227,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,4574,no,no,cellular,12,aug,187,2,-1,0,unknown,no
41,management,single,tertiary,no,4594,yes,no,unknown,4,jun,393,11,-1,0,unknown,no
47,services,married,secondary,no,1269,yes,no,cellular,7,may,181,1,253,6,other,no
40,management,single,tertiary,no,2784,yes,no,unknown,19,may,181,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,156,no,no,cellular,21,jul,455,4,-1,0,unknown,no
50,services,married,secondary,no,0,yes,no,cellular,27,mar,689,2,-1,0,unknown,no
34,admin.,married,secondary,no,34,yes,no,unknown,13,may,188,3,-1,0,unknown,no
47,services,married,secondary,no,-98,yes,yes,telephone,13,may,211,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,1579,no,no,cellular,14,oct,122,3,-1,0,unknown,no
48,technician,married,secondary,no,101,yes,no,cellular,21,jul,338,3,-1,0,unknown,no
31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,yes
27,self-employed,single,tertiary,no,202,yes,no,cellular,21,jul,678,1,-1,0,unknown,no
32,services,married,secondary,no,983,yes,no,cellular,20,nov,500,2,133,1,failure,yes
29,management,single,tertiary,no,368,yes,no,unknown,23,may,160,1,-1,0,unknown,no
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,-1,0,unknown,yes
28,management,single,secondary,no,-994,yes,yes,cellular,18,jul,174,2,-1,0,unknown,no
49,admin.,married,unknown,no,1101,no,no,cellular,18,aug,29,3,-1,0,unknown,no
41,blue-collar,married,primary,no,201,yes,no,cellular,3,feb,157,1,-1,0,unknown,yes
53,retired,married,primary,no,0,no,no,cellular,31,jul,85,3,-1,0,unknown,no
40,services,married,secondary,no,0,yes,no,cellular,24,jul,139,1,-1,0,unknown,no
31,technician,single,secondary,no,550,yes,yes,telephone,11,may,243,1,-1,0,unknown,no
36,technician,single,tertiary,no,705,yes,no,unknown,16,may,111,1,-1,0,unknown,no
37,services,married,secondary,no,-24,yes,no,unknown,27,may,147,1,-1,0,unknown,no
40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
25,management,single,tertiary,no,1259,no,no,cellular,12,mar,85,1,-1,0,unknown,no
30,services,single,secondary,no,-174,yes,no,unknown,7,may,113,1,-1,0,unknown,no
43,blue-collar,married,primary,no,0,no,no,cellular,22,jun,570,3,-1,0,unknown,no
41,self-employed,married,tertiary,no,6000,yes,no,cellular,15,may,217,6,178,1,failure,no
24,student,single,secondary,no,0,no,no,cellular,13,aug,74,2,-1,0,unknown,no
35,management,single,tertiary,no,561,yes,no,unknown,12,may,405,3,-1,0,unknown,no
40,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,18,jul,623,3,-1,0,unknown,yes
52,management,divorced,tertiary,no,0,no,no,cellular,21,nov,328,1,-1,0,unknown,no
32,technician,single,secondary,yes,-92,yes,no,cellular,6,may,139,1,363,1,other,no
37,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,2,-1,0,unknown,no
41,technician,single,secondary,no,1508,no,yes,cellular,28,jan,301,2,-1,0,unknown,no
38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
33,admin.,married,tertiary,no,4984,yes,no,cellular,4,may,181,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,7,yes,yes,cellular,7,may,336,1,-1,0,unknown,no
32,technician,single,secondary,no,-138,no,no,cellular,16,jul,278,2,-1,0,unknown,no
43,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24,3,-1,0,unknown,no
40,entrepreneur,married,secondary,no,-125,no,yes,cellular,31,jul,369,5,-1,0,unknown,no
52,housemaid,married,unknown,no,2337,yes,no,cellular,24,nov,190,3,91,11,failure,no
28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,-1,0,unknown,yes
35,technician,married,tertiary,no,633,yes,yes,cellular,2,feb,76,3,5,3,other,no
34,management,married,tertiary,no,1273,no,no,unknown,11,aug,93,2,-1,0,unknown,no
26,technician,single,secondary,no,7,yes,no,cellular,22,jul,188,2,-1,0,unknown,no
71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes
29,blue-collar,married,secondary,no,1492,yes,no,unknown,2,jun,267,10,-1,0,unknown,no
33,admin.,married,secondary,no,2228,yes,no,unknown,21,may,726,1,-1,0,unknown,no
38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown,yes
31,management,married,tertiary,no,414,yes,no,cellular,11,may,498,2,-1,0,unknown,no
54,blue-collar,married,secondary,no,898,no,no,telephone,30,jul,641,2,-1,0,unknown,no
36,technician,married,secondary,no,110,no,no,cellular,18,aug,80,4,-1,0,unknown,no
46,admin.,married,secondary,no,171,yes,yes,cellular,11,oct,251,1,430,1,failure,no
33,blue-collar,married,secondary,no,2761,yes,no,cellular,18,may,325,1,-1,0,unknown,no
37,management,married,tertiary,no,238,no,no,cellular,3,nov,149,1,-1,0,unknown,yes
37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure,no
52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes
32,technician,divorced,secondary,no,75,no,no,unknown,16,may,129,1,-1,0,unknown,no
37,management,single,tertiary,no,400,yes,no,unknown,16,jun,244,1,-1,0,unknown,no
48,management,married,tertiary,no,612,no,no,cellular,26,jul,86,7,292,1,other,no
34,management,divorced,tertiary,no,488,yes,no,unknown,16,may,4,2,-1,0,unknown,no
37,self-employed,married,tertiary,no,129,no,no,cellular,18,aug,128,2,-1,0,unknown,no
41,management,married,tertiary,no,-556,yes,yes,unknown,26,may,127,3,-1,0,unknown,no
55,admin.,married,secondary,no,-2,no,no,cellular,28,aug,76,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,533,yes,no,cellular,11,may,171,2,-1,0,unknown,no
54,admin.,married,secondary,no,9,no,yes,unknown,1,jul,140,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,175,no,no,cellular,12,may,17,1,365,2,other,no
29,admin.,single,secondary,no,265,yes,no,cellular,25,nov,414,1,184,1,failure,yes
47,admin.,married,secondary,no,411,yes,no,cellular,13,may,157,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,711,yes,no,cellular,24,feb,254,5,140,1,other,no
60,retired,married,secondary,no,194,no,yes,cellular,30,jul,61,5,-1,0,unknown,no
54,management,married,tertiary,no,500,yes,no,cellular,11,aug,56,4,-1,0,unknown,no
56,unemployed,married,secondary,no,2552,yes,no,unknown,15,may,176,2,-1,0,unknown,no
33,technician,divorced,secondary,no,3,no,no,cellular,4,feb,222,1,-1,0,unknown,no
49,blue-collar,married,primary,no,287,yes,no,unknown,29,may,155,2,-1,0,unknown,no
45,retired,divorced,secondary,no,1735,no,yes,unknown,17,jun,306,1,-1,0,unknown,no
51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162,1,-1,0,unknown,no
48,technician,married,secondary,no,256,yes,no,unknown,29,may,150,4,-1,0,unknown,no
50,services,married,secondary,no,961,no,yes,cellular,14,aug,757,4,-1,0,unknown,no
31,services,married,secondary,no,238,yes,yes,unknown,9,may,156,2,-1,0,unknown,no
40,technician,married,secondary,no,265,no,no,unknown,18,jun,1365,4,-1,0,unknown,no
34,technician,married,secondary,no,1012,yes,yes,cellular,9,apr,353,2,163,1,success,no
34,blue-collar,married,primary,no,6352,yes,no,cellular,5,may,338,4,288,2,other,no
55,retired,married,secondary,no,466,no,no,unknown,17,jun,287,4,-1,0,unknown,no
31,technician,married,secondary,no,251,no,yes,cellular,29,aug,156,2,-1,0,unknown,no
31,management,single,tertiary,no,30,no,no,cellular,12,aug,348,2,-1,0,unknown,no
69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,unknown,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,242,2,failure,yes
42,blue-collar,divorced,secondary,no,198,no,no,cellular,15,may,133,1,-1,0,unknown,no
47,technician,divorced,secondary,no,440,no,no,cellular,29,jan,147,1,-1,0,unknown,no
45,entrepreneur,divorced,primary,no,888,yes,no,telephone,28,jul,63,6,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
44,blue-collar,married,secondary,no,1340,yes,no,unknown,13,may,244,1,-1,0,unknown,no
35,technician,single,unknown,no,1342,yes,no,cellular,19,nov,68,1,-1,0,unknown,no
25,management,single,tertiary,no,3902,no,no,cellular,23,sep,856,1,-1,0,unknown,yes
35,management,single,tertiary,no,134,no,no,cellular,4,feb,219,1,-1,0,unknown,no
35,services,divorced,secondary,no,204,yes,no,cellular,17,nov,295,1,186,9,other,no
52,housemaid,married,secondary,no,3923,yes,no,cellular,20,nov,20,8,190,3,success,no
59,management,married,tertiary,no,7049,no,no,unknown,11,jun,647,2,-1,0,unknown,no
29,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994,2,-1,0,unknown,no
38,services,single,tertiary,no,1222,yes,no,unknown,5,jun,237,2,-1,0,unknown,no
32,admin.,married,secondary,no,1078,yes,no,cellular,16,apr,177,1,-1,0,unknown,no
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,yes
39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,yes
25,technician,married,tertiary,no,400,no,no,cellular,30,apr,352,1,-1,0,unknown,no
23,technician,single,unknown,no,231,yes,no,cellular,7,may,560,3,367,1,other,no
56,retired,married,secondary,no,289,no,no,cellular,10,jul,226,1,-1,0,unknown,no
25,services,married,secondary,no,-454,yes,no,unknown,12,may,24,1,-1,0,unknown,no
33,management,divorced,tertiary,no,2695,yes,no,cellular,12,aug,711,3,-1,0,unknown,no
45,admin.,married,secondary,no,0,no,yes,telephone,15,jul,533,3,-1,0,unknown,yes
40,admin.,single,secondary,no,2854,yes,no,cellular,18,nov,354,2,169,1,failure,no
59,retired,married,primary,no,741,no,no,cellular,19,nov,194,2,152,2,failure,no
37,admin.,married,secondary,no,1123,no,yes,unknown,28,may,138,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,-164,no,no,cellular,22,aug,314,4,-1,0,unknown,no
29,services,single,secondary,no,153,no,no,cellular,15,jul,734,2,-1,0,unknown,no
34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no
58,blue-collar,married,primary,no,9200,no,no,unknown,6,jun,233,2,-1,0,unknown,no
42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,yes
37,services,single,secondary,no,1175,yes,no,unknown,16,jun,92,2,-1,0,unknown,no
45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332,1,-1,0,unknown,no
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes
30,management,single,tertiary,no,3905,no,no,cellular,14,aug,112,2,-1,0,unknown,no
29,entrepreneur,single,tertiary,no,54,no,no,cellular,5,feb,251,3,-1,0,unknown,no
57,housemaid,divorced,primary,no,3063,no,no,unknown,5,jun,21,1,-1,0,unknown,no
42,technician,married,tertiary,no,1361,no,no,cellular,13,aug,75,5,-1,0,unknown,no
48,admin.,married,secondary,no,44,no,yes,cellular,25,aug,98,3,-1,0,unknown,no
44,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown,no
49,admin.,married,secondary,no,197,yes,no,cellular,13,oct,404,1,68,1,other,no
53,retired,married,tertiary,no,74,yes,no,unknown,15,may,122,1,-1,0,unknown,no
38,blue-collar,single,primary,no,3132,no,no,cellular,5,feb,304,1,-1,0,unknown,no
39,technician,single,secondary,no,614,yes,no,cellular,2,feb,166,1,258,1,failure,no
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,no
55,management,married,tertiary,no,1161,yes,no,cellular,20,nov,8,6,-1,0,unknown,no
29,admin.,single,secondary,no,2802,no,yes,unknown,4,jul,840,2,-1,0,unknown,no
70,retired,married,secondary,no,2384,no,no,cellular,30,oct,196,2,-1,0,unknown,yes
41,blue-collar,married,secondary,no,290,yes,no,unknown,5,may,240,2,-1,0,unknown,no
33,technician,single,secondary,no,313,yes,no,unknown,21,may,291,2,-1,0,unknown,no
47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,-1,0,unknown,yes
35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,1349,8,-1,0,unknown,yes
45,services,married,secondary,no,4971,no,no,cellular,18,aug,115,9,-1,0,unknown,no
57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,may,275,1,-1,0,unknown,no
34,blue-collar,married,primary,no,79,yes,no,cellular,14,may,406,2,-1,0,unknown,no
39,technician,married,secondary,no,958,yes,no,cellular,9,apr,141,5,142,4,failure,no
58,management,married,tertiary,no,0,yes,yes,cellular,6,may,293,1,351,2,failure,no
43,admin.,married,secondary,yes,-204,yes,no,unknown,26,may,163,2,-1,0,unknown,no
43,management,divorced,tertiary,no,1052,no,no,unknown,12,jun,118,3,-1,0,unknown,no
32,admin.,divorced,secondary,no,298,yes,no,cellular,9,feb,12,4,-1,0,unknown,no
31,blue-collar,married,primary,no,196,no,no,cellular,7,aug,248,1,-1,0,unknown,no
42,management,married,primary,no,0,no,no,unknown,9,jun,108,1,-1,0,unknown,no
60,self-employed,married,tertiary,no,2149,no,no,cellular,19,aug,222,4,-1,0,unknown,no
39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,-1,0,unknown,no
28,admin.,single,secondary,no,244,yes,no,unknown,9,may,31,3,-1,0,unknown,no
53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
51,blue-collar,married,secondary,no,528,yes,no,cellular,17,apr,324,3,-1,0,unknown,no
32,management,single,tertiary,no,7419,yes,no,unknown,18,jun,248,29,-1,0,unknown,no
80,retired,married,secondary,no,87,no,no,telephone,27,oct,219,2,-1,0,unknown,no
33,management,single,tertiary,no,47,no,no,cellular,20,aug,203,4,-1,0,unknown,no
45,blue-collar,married,unknown,no,818,yes,no,unknown,30,may,343,3,-1,0,unknown,no
37,management,married,tertiary,no,5205,yes,no,unknown,23,may,493,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,577,no,no,cellular,13,may,55,1,364,1,failure,no
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success,yes
32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,2,-1,0,unknown,yes
56,services,divorced,primary,no,23,no,no,telephone,26,may,108,4,-1,0,unknown,no
62,technician,married,secondary,no,135,yes,no,telephone,16,nov,446,13,96,1,other,no
54,management,married,tertiary,no,67,yes,no,cellular,2,feb,161,3,73,1,other,no
36,admin.,single,secondary,no,449,yes,no,unknown,20,jun,136,3,-1,0,unknown,no
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
36,blue-collar,single,primary,no,2176,yes,no,unknown,28,may,52,2,-1,0,unknown,no
44,admin.,married,secondary,no,-314,no,no,cellular,18,may,144,3,-1,0,unknown,no
38,technician,married,tertiary,no,128,no,no,cellular,13,aug,183,5,-1,0,unknown,no
46,technician,divorced,secondary,no,119,yes,no,unknown,27,may,106,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,64,yes,yes,cellular,14,jul,611,2,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,jun,112,1,-1,0,unknown,no
44,entrepreneur,married,secondary,yes,-848,yes,no,unknown,19,may,468,1,-1,0,unknown,no
45,services,married,secondary,no,9077,yes,no,unknown,15,may,139,1,-1,0,unknown,no
30,management,married,tertiary,no,0,no,no,cellular,14,aug,95,2,-1,0,unknown,no
31,student,single,unknown,no,2144,yes,no,cellular,19,nov,282,2,-1,0,unknown,no
44,entrepreneur,divorced,tertiary,no,134,yes,no,cellular,12,may,78,5,-1,0,unknown,no
31,management,married,tertiary,no,-181,yes,no,cellular,8,may,127,1,170,2,failure,no
26,unknown,single,secondary,no,3247,no,no,telephone,6,feb,341,3,-1,0,unknown,no
53,management,married,secondary,no,2693,no,no,cellular,21,nov,140,1,-1,0,unknown,no
55,retired,divorced,primary,no,1420,no,no,unknown,23,jun,655,4,-1,0,unknown,no
42,services,married,unknown,no,-1085,no,yes,cellular,21,nov,45,1,-1,0,unknown,no
39,technician,single,secondary,no,935,no,no,cellular,4,feb,78,2,-1,0,unknown,no
42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,no
34,management,single,tertiary,no,3679,yes,no,cellular,21,nov,146,1,101,1,failure,no
49,housemaid,divorced,primary,no,164,yes,no,unknown,9,may,1080,5,-1,0,unknown,no
32,blue-collar,single,secondary,no,799,no,yes,cellular,23,jul,2078,6,-1,0,unknown,yes
37,services,married,secondary,no,483,yes,no,cellular,30,jan,188,1,-1,0,unknown,no
54,admin.,single,secondary,no,15,yes,no,cellular,4,feb,93,1,-1,0,unknown,no
34,admin.,married,secondary,no,393,yes,no,cellular,18,may,222,4,355,1,failure,no
32,self-employed,married,tertiary,no,210,yes,no,cellular,19,nov,268,1,-1,0,unknown,no
33,management,married,tertiary,no,158,no,no,cellular,6,feb,192,2,-1,0,unknown,yes
35,management,single,tertiary,no,578,yes,no,cellular,19,nov,112,1,-1,0,unknown,no
51,management,married,tertiary,no,10995,yes,no,cellular,19,nov,220,2,-1,0,unknown,no
56,self-employed,married,unknown,no,0,no,no,cellular,19,aug,130,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,505,yes,no,cellular,15,may,117,1,-1,0,unknown,no
26,technician,single,secondary,no,626,yes,no,cellular,15,may,412,2,-1,0,unknown,no
28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
34,management,single,tertiary,no,705,yes,no,cellular,6,may,458,3,-1,0,unknown,no
37,technician,married,secondary,no,703,no,no,cellular,31,jul,92,2,-1,0,unknown,no
